"","Behavior 0","Behavior 1","Mating ID"
"1","Abdomen Tapping","Leg Showcase","g2.J183xG35"
"2","Leg Showcase","Freezing","g2.J183xG35"
"3","Freezing","Leg Showcase","g2.J183xG35"
"4","Leg Showcase","Freezing","g2.J183xG35"
"5","Freezing","Leg Showcase","g2.J183xG35"
"6","Leg Showcase","Freezing","g2.J183xG35"
"7","Freezing","Leg Showcase","g2.J183xG35"
"8","Leg Showcase","Freezing","g2.J183xG35"
"9","Freezing","Leg Showcase","g2.J183xG35"
"10","Leg Showcase","Freezing","g2.J183xG35"
"11","Freezing","Leg Showcase","g2.J183xG35"
"12","Leg Showcase","Freezing","g2.J183xG35"
"13","Freezing","Leg Showcase","g2.J183xG35"
"14","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J183xG35"
"15","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J183xG35"
"16","Leg Showcase","Freezing","g2.J183xG35"
"17","Freezing","Leg Showcase","g2.J183xG35"
"18","Leg Showcase","Freezing","g2.J183xG35"
"19","Freezing","Leg Showcase","g2.J183xG35"
"20","Leg Showcase","Freezing","g2.J183xG35"
"21","Freezing","Leg Showcase","g2.J183xG35"
"22","Leg Showcase","Freezing","g2.J183xG35"
"23","Freezing","Leg Showcase","g2.J183xG35"
"24","Leg Showcase","Freezing","g2.J183xG35"
"25","Freezing","Leg Showcase","g2.J183xG35"
"26","Leg Showcase","Freezing","g2.J183xG35"
"27","Freezing","Leg Showcase","g2.J183xG35"
"28","Leg Showcase","Freezing","g2.J183xG35"
"29","Freezing","Leg Showcase","g2.J183xG35"
"30","Leg Showcase","Abdomen Tapping","g2.J183xG35"
"31","Abdomen Tapping","Leg Showcase","g2.J183xG35"
"32","Leg Showcase","Freezing","g2.J183xG35"
"33","Freezing","Leg Showcase","g2.J183xG35"
"34","Leg Showcase","Freezing","g2.J183xG35"
"35","Freezing","Leg Showcase","g2.J183xG35"
"36","Leg Showcase","Freezing","g2.J183xG35"
"37","Freezing","Abdomen Tapping","g2.J183xG35"
"38","Abdomen Tapping","Leg Showcase","g2.J183xG35"
"39","Leg Showcase","Freezing","g2.J183xG35"
"40","Freezing","Abdomen Tapping","g2.J183xG35"
"41","Abdomen Tapping","Leg Showcase","g2.J183xG35"
"42","Leg Showcase","Abdomen Tapping","g2.J183xG35"
"43","Abdomen Tapping","Leg Showcase","g2.J183xG35"
"44","Leg Showcase","Retreat","g2.J183xG35"
"45","Retreat","Freezing","g2.J183xG35"
"46","Freezing","Abdomen Tapping","g2.J183xG35"
"47","Abdomen Tapping","Leg Showcase","g2.J183xG35"
"48","Leg Showcase","Freezing","g2.J183xG35"
"49","Freezing","Leg Showcase","g2.J183xG35"
"50","Leg Showcase","Freezing","g2.J183xG35"
"51","Freezing","Leg Showcase","g2.J183xG35"
"52","Leg Showcase","Freezing","g2.J183xG35"
"53","Freezing","Leg Showcase + Pedipalp Showcase","g2.J183xG35"
"54","Leg Showcase + Pedipalp Showcase","Freezing","g2.J183xG35"
"55","Freezing","Retreat","g2.J183xG35"
"56","Retreat","Freezing","g2.J183xG35"
"57","Freezing","Leg Showcase","g2.J183xG35"
"58","Leg Showcase","Freezing","g2.J183xG35"
"59","Freezing","Mounting.Start","g2.J183xG35"
"60","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g2.J183xG35"
"61","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J183xG35"
"62","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J183xG35"
"63","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J183xG35"
"64","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J183xG35"
"65","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J183xG35"
"66","Mounted + Freezing","Retreat","g2.J183xG35"
