"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Leg Showcase","g2.J110xJ140"
"2","Leg Showcase","Freezing","g2.J110xJ140"
"3","Freezing","Leg Showcase","g2.J110xJ140"
"4","Leg Showcase","Freezing","g2.J110xJ140"
"5","Freezing","Leg Showcase","g2.J110xJ140"
"6","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"7","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"8","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"9","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"10","Leg Showcase","Freezing","g2.J110xJ140"
"11","Freezing","Leg Showcase","g2.J110xJ140"
"12","Leg Showcase","Freezing","g2.J110xJ140"
"13","Freezing","Leg Showcase","g2.J110xJ140"
"14","Leg Showcase","Freezing","g2.J110xJ140"
"15","Freezing","Leg Showcase","g2.J110xJ140"
"16","Leg Showcase","Freezing","g2.J110xJ140"
"17","Freezing","Leg Showcase","g2.J110xJ140"
"18","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"19","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"20","Leg Showcase","Freezing","g2.J110xJ140"
"21","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"22","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"23","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"24","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"25","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"26","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"27","Freezing","Abdomen Tapping","g2.J110xJ140"
"28","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"29","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"30","Freezing","Leg Showcase","g2.J110xJ140"
"31","Leg Showcase","Freezing","g2.J110xJ140"
"32","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"33","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"34","Leg Showcase","Freezing","g2.J110xJ140"
"35","Freezing","Abdomen Tapping","g2.J110xJ140"
"36","Abdomen Tapping","Freezing","g2.J110xJ140"
"37","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"38","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"39","Freezing","Leg Showcase","g2.J110xJ140"
"40","Leg Showcase","Freezing","g2.J110xJ140"
"41","Freezing","Leg Showcase","g2.J110xJ140"
"42","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"43","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"44","Leg Showcase","Freezing","g2.J110xJ140"
"45","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"46","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"47","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"48","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"49","Leg Showcase","Freezing","g2.J110xJ140"
"50","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"51","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"52","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"53","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"54","Freezing","Abdomen Tapping","g2.J110xJ140"
"55","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"56","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"57","Leg Showcase","Freezing","g2.J110xJ140"
"58","Freezing","Abdomen Tapping","g2.J110xJ140"
"59","Abdomen Tapping","Leg Showcase","g2.J110xJ140"
"60","Leg Showcase","Freezing","g2.J110xJ140"
"61","Freezing","Leg Showcase","g2.J110xJ140"
"62","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"63","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"64","Freezing","Leg Showcase","g2.J110xJ140"
"65","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"66","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"67","Leg Showcase","Freezing","g2.J110xJ140"
"68","Freezing","Abdomen Tapping","g2.J110xJ140"
"69","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"70","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"71","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"72","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"73","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"74","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"75","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"76","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"77","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"78","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"79","Freezing","Leg Showcase","g2.J110xJ140"
"80","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"81","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"82","Leg Showcase","Freezing","g2.J110xJ140"
"83","Freezing","Leg Showcase","g2.J110xJ140"
"84","Leg Showcase","Freezing","g2.J110xJ140"
"85","Freezing","Pedipalp Showcase","g2.J110xJ140"
"86","Pedipalp Showcase","Freezing","g2.J110xJ140"
"87","Freezing","Leg Showcase","g2.J110xJ140"
"88","Leg Showcase","Freezing","g2.J110xJ140"
"89","Freezing","Leg Showcase","g2.J110xJ140"
"90","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"91","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"92","Leg Showcase","Freezing","g2.J110xJ140"
"93","Freezing","Leg Showcase","g2.J110xJ140"
"94","Leg Showcase","Freezing","g2.J110xJ140"
"95","Freezing","Leg Showcase","g2.J110xJ140"
"96","Leg Showcase","Freezing","g2.J110xJ140"
"97","Freezing","Leg Showcase","g2.J110xJ140"
"98","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"99","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"100","Leg Showcase","Freezing","g2.J110xJ140"
"101","Freezing","Abdomen Tapping","g2.J110xJ140"
"102","Abdomen Tapping","Leg Showcase","g2.J110xJ140"
"103","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"104","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"105","Freezing","Abdomen Tapping","g2.J110xJ140"
"106","Abdomen Tapping","Freezing","g2.J110xJ140"
"107","Freezing","Abdomen Tapping","g2.J110xJ140"
"108","Abdomen Tapping","Freezing","g2.J110xJ140"
"109","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"110","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"111","Leg Showcase","Freezing","g2.J110xJ140"
"112","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"113","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"114","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"115","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"116","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"117","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"118","Leg Showcase","Freezing","g2.J110xJ140"
"119","Freezing","Leg Showcase","g2.J110xJ140"
"120","Leg Showcase","Freezing","g2.J110xJ140"
"121","Freezing","Leg Showcase","g2.J110xJ140"
"122","Leg Showcase","Freezing","g2.J110xJ140"
"123","Freezing","Leg Showcase","g2.J110xJ140"
"124","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"125","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J110xJ140"
"126","Leg Showcase","Freezing","g2.J110xJ140"
"127","Freezing","Abdomen Tapping","g2.J110xJ140"
"128","Abdomen Tapping","Freezing","g2.J110xJ140"
"129","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"130","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"131","Freezing","Leg Showcase","g2.J110xJ140"
"132","Leg Showcase","Freezing","g2.J110xJ140"
"133","Freezing","Leg Showcase","g2.J110xJ140"
"134","Leg Showcase","Freezing","g2.J110xJ140"
"135","Freezing","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
"136","Leg Showcase + Pedipalp Showcase","Freezing","g2.J110xJ140"
"137","Freezing","Leg Showcase","g2.J110xJ140"
"138","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J110xJ140"
