"","Behavior 0","Behavior 1","Mating ID"
"1","Abdomen Tapping","Leg Showcase","g2.J102xJ161"
"2","Leg Showcase","Abdomen Tapping","g2.J102xJ161"
"3","Abdomen Tapping","Leg Showcase","g2.J102xJ161"
"4","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J102xJ161"
"5","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J102xJ161"
"6","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J102xJ161"
"7","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J102xJ161"
"8","Leg Showcase","Freezing","g2.J102xJ161"
"9","Freezing","Leg Showcase","g2.J102xJ161"
"10","Leg Showcase","Abdomen Tapping","g2.J102xJ161"
"11","Abdomen Tapping","Leg Showcase","g2.J102xJ161"
"12","Leg Showcase","Freezing","g2.J102xJ161"
"13","Freezing","Retreat","g2.J102xJ161"
"14","Retreat","Freezing","g2.J102xJ161"
"15","Freezing","Leg Showcase","g2.J102xJ161"
"16","Leg Showcase","Freezing","g2.J102xJ161"
"17","Freezing","Leg Showcase","g2.J102xJ161"
"18","Leg Showcase","Abdomen Tapping","g2.J102xJ161"
"19","Abdomen Tapping","Leg Showcase","g2.J102xJ161"
"20","Leg Showcase","Freezing","g2.J102xJ161"
"21","Freezing","Leg Showcase","g2.J102xJ161"
"22","Leg Showcase","Freezing","g2.J102xJ161"
"23","Freezing","Leg Showcase","g2.J102xJ161"
"24","Leg Showcase","Freezing","g2.J102xJ161"
"25","Freezing","Abdomen Tapping","g2.J102xJ161"
"26","Abdomen Tapping","Leg Showcase","g2.J102xJ161"
"27","Leg Showcase","Abdomen Tapping","g2.J102xJ161"
"28","Abdomen Tapping","Leg Showcase","g2.J102xJ161"
"29","Leg Showcase","Freezing","g2.J102xJ161"
"30","Freezing","Mounting.Start","g2.J102xJ161"
"31","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g2.J102xJ161"
"32","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J102xJ161"
"33","Mounted + Freezing","Retreat","g2.J102xJ161"
