"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Pedipalp Showcase","g2.J101xH76"
"2","Pedipalp Showcase","Leg Showcase","g2.J101xH76"
"3","Leg Showcase","Abdomen Tapping","g2.J101xH76"
"4","Abdomen Tapping","Leg Showcase","g2.J101xH76"
"5","Leg Showcase","Freezing","g2.J101xH76"
"6","Freezing","Leg Showcase","g2.J101xH76"
"7","Leg Showcase","Freezing","g2.J101xH76"
"8","Freezing","Leg Showcase","g2.J101xH76"
"9","Leg Showcase","Freezing","g2.J101xH76"
"10","Freezing","Leg Showcase","g2.J101xH76"
"11","Leg Showcase","Freezing","g2.J101xH76"
"12","Freezing","Abdomen Tapping","g2.J101xH76"
"13","Abdomen Tapping","Leg Showcase","g2.J101xH76"
"14","Leg Showcase","Freezing","g2.J101xH76"
"15","Freezing","Abdomen Tapping","g2.J101xH76"
"16","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"17","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"18","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"19","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"20","Freezing","Abdomen Tapping","g2.J101xH76"
"21","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"22","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"23","Freezing","Pedipalp Showcase","g2.J101xH76"
"24","Pedipalp Showcase","Freezing","g2.J101xH76"
"25","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"26","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"27","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"28","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"29","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"30","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"31","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"32","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"33","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"34","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"35","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"36","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"37","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"38","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"39","Freezing","Leg Showcase + Pedipalp Showcase","g2.J101xH76"
"40","Leg Showcase + Pedipalp Showcase","Freezing","g2.J101xH76"
"41","Freezing","Mounting.Start","g2.J101xH76"
"42","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g2.J101xH76"
"43","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J101xH76"
"44","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J101xH76"
"45","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g2.J101xH76"
"46","Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J101xH76"
"47","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J101xH76"
"48","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g2.J101xH76"
"49","Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J101xH76"
"50","Mounted + Freezing","Retreat","g2.J101xH76"
