"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Leg Showcase","g2.H30xG38"
"2","Leg Showcase","Freezing","g2.H30xG38"
"3","Freezing","Leg Showcase","g2.H30xG38"
"4","Leg Showcase","Freezing","g2.H30xG38"
"5","Freezing","Leg Showcase","g2.H30xG38"
"6","Leg Showcase","Freezing","g2.H30xG38"
"7","Freezing","Leg Showcase","g2.H30xG38"
"8","Leg Showcase","Freezing","g2.H30xG38"
"9","Freezing","Leg Showcase","g2.H30xG38"
"10","Leg Showcase","Freezing","g2.H30xG38"
"11","Freezing","Abdomen Tapping","g2.H30xG38"
"12","Abdomen Tapping","Freezing","g2.H30xG38"
"13","Freezing","Leg Showcase","g2.H30xG38"
"14","Leg Showcase","Freezing","g2.H30xG38"
"15","Freezing","Leg Showcase","g2.H30xG38"
"16","Leg Showcase","Freezing","g2.H30xG38"
"17","Freezing","Leg Showcase","g2.H30xG38"
"18","Leg Showcase","Freezing","g2.H30xG38"
"19","Freezing","Leg Showcase","g2.H30xG38"
"20","Leg Showcase","Freezing","g2.H30xG38"
"21","Freezing","Leg Showcase","g2.H30xG38"
"22","Leg Showcase","Freezing","g2.H30xG38"
"23","Freezing","Leg Showcase","g2.H30xG38"
"24","Leg Showcase","Freezing","g2.H30xG38"
"25","Freezing","Leg Showcase","g2.H30xG38"
"26","Leg Showcase","Abdomen Tapping","g2.H30xG38"
"27","Abdomen Tapping","Leg Showcase","g2.H30xG38"
"28","Leg Showcase","Freezing","g2.H30xG38"
"29","Freezing","Leg Showcase","g2.H30xG38"
"30","Leg Showcase","Freezing","g2.H30xG38"
"31","Freezing","Leg Showcase","g2.H30xG38"
"32","Leg Showcase","Abdomen Tapping","g2.H30xG38"
"33","Abdomen Tapping","Leg Showcase","g2.H30xG38"
"34","Leg Showcase","Freezing","g2.H30xG38"
"35","Freezing","Leg Showcase","g2.H30xG38"
"36","Leg Showcase","Freezing","g2.H30xG38"
"37","Freezing","Leg Showcase","g2.H30xG38"
"38","Leg Showcase","Abdomen Tapping","g2.H30xG38"
"39","Abdomen Tapping","Leg Showcase","g2.H30xG38"
"40","Leg Showcase","Freezing","g2.H30xG38"
"41","Freezing","Leg Showcase","g2.H30xG38"
"42","Leg Showcase","Freezing","g2.H30xG38"
"43","Freezing","Leg Showcase","g2.H30xG38"
"44","Leg Showcase","Freezing","g2.H30xG38"
"45","Freezing","Leg Showcase","g2.H30xG38"
"46","Leg Showcase","Freezing","g2.H30xG38"
"47","Freezing","Leg Showcase","g2.H30xG38"
"48","Leg Showcase","Freezing","g2.H30xG38"
"49","Freezing","Leg Showcase","g2.H30xG38"
"50","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"51","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"52","Leg Showcase","Freezing","g2.H30xG38"
"53","Freezing","Leg Showcase","g2.H30xG38"
"54","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"55","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"56","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"57","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"58","Leg Showcase","Freezing","g2.H30xG38"
"59","Freezing","Leg Showcase","g2.H30xG38"
"60","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"61","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"62","Leg Showcase","Freezing","g2.H30xG38"
"63","Freezing","Leg Showcase","g2.H30xG38"
"64","Leg Showcase","Freezing","g2.H30xG38"
"65","Freezing","Leg Showcase","g2.H30xG38"
"66","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"67","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"68","Leg Showcase","Freezing","g2.H30xG38"
"69","Freezing","Leg Showcase","g2.H30xG38"
"70","Leg Showcase","Freezing","g2.H30xG38"
"71","Freezing","Leg Showcase","g2.H30xG38"
"72","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"73","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"74","Leg Showcase","Freezing","g2.H30xG38"
"75","Freezing","Leg Showcase","g2.H30xG38"
"76","Leg Showcase","Abdomen Tapping","g2.H30xG38"
"77","Abdomen Tapping","Leg Showcase","g2.H30xG38"
"78","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"79","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"80","Leg Showcase","Freezing","g2.H30xG38"
"81","Freezing","Grooming","g2.H30xG38"
"82","Grooming","Grooming + Leg Showcase","g2.H30xG38"
"83","Grooming + Leg Showcase","Grooming","g2.H30xG38"
"84","Grooming","Grooming + Leg Showcase","g2.H30xG38"
"85","Grooming + Leg Showcase","Grooming","g2.H30xG38"
"86","Grooming","Freezing","g2.H30xG38"
"87","Freezing","Leg Showcase","g2.H30xG38"
"88","Leg Showcase","Freezing","g2.H30xG38"
"89","Freezing","Leg Showcase","g2.H30xG38"
"90","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"91","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"92","Leg Showcase","Freezing","g2.H30xG38"
"93","Freezing","Leg Showcase","g2.H30xG38"
"94","Leg Showcase","Freezing","g2.H30xG38"
"95","Freezing","Leg Showcase","g2.H30xG38"
"96","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"97","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"98","Leg Showcase","Freezing","g2.H30xG38"
"99","Freezing","Leg Showcase","g2.H30xG38"
"100","Leg Showcase","Freezing","g2.H30xG38"
"101","Freezing","Leg Showcase","g2.H30xG38"
"102","Leg Showcase","Freezing","g2.H30xG38"
"103","Freezing","Leg Showcase","g2.H30xG38"
"104","Leg Showcase","Freezing","g2.H30xG38"
"105","Freezing","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"106","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"107","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"108","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"109","Leg Showcase","Freezing","g2.H30xG38"
"110","Freezing","Leg Showcase","g2.H30xG38"
"111","Leg Showcase","Freezing","g2.H30xG38"
"112","Freezing","Leg Showcase","g2.H30xG38"
"113","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"114","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"115","Leg Showcase","Freezing","g2.H30xG38"
"116","Freezing","Leg Showcase","g2.H30xG38"
"117","Leg Showcase","Freezing","g2.H30xG38"
"118","Freezing","Leg Showcase","g2.H30xG38"
"119","Leg Showcase","Freezing","g2.H30xG38"
"120","Freezing","Leg Showcase","g2.H30xG38"
"121","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"122","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"123","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"124","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"125","Leg Showcase","Freezing","g2.H30xG38"
"126","Freezing","Leg Showcase","g2.H30xG38"
"127","Leg Showcase","Freezing","g2.H30xG38"
"128","Freezing","Leg Showcase","g2.H30xG38"
"129","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"130","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"131","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"132","Leg Showcase + Pedipalp Showcase","Freezing","g2.H30xG38"
"133","Freezing","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"134","Leg Showcase + Pedipalp Showcase","Abdomen Tapping","g2.H30xG38"
"135","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"136","Leg Showcase + Pedipalp Showcase","Freezing","g2.H30xG38"
"137","Freezing","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"138","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
"139","Leg Showcase","Freezing","g2.H30xG38"
"140","Freezing","Leg Showcase","g2.H30xG38"
"141","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.H30xG38"
"142","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.H30xG38"
