"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Freezing","g1.J144xG39"
"2","Freezing","Leg Showcase","g1.J144xG39"
"3","Leg Showcase","Freezing","g1.J144xG39"
"4","Freezing","Leg Showcase","g1.J144xG39"
"5","Leg Showcase","Freezing","g1.J144xG39"
"6","Freezing","Leg Showcase","g1.J144xG39"
"7","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"8","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"9","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"10","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"11","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"12","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"13","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"14","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"15","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J144xG39"
"16","Leg Showcase + Pedipalp Showcase","Abdomen Tapping","g1.J144xG39"
"17","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"18","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"19","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"20","Leg Showcase","Freezing","g1.J144xG39"
"21","Freezing","Abdomen Tapping","g1.J144xG39"
"22","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"23","Leg Showcase","Freezing","g1.J144xG39"
"24","Freezing","Leg Showcase","g1.J144xG39"
"25","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"26","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"27","Leg Showcase","Freezing","g1.J144xG39"
"28","Freezing","Leg Showcase","g1.J144xG39"
"29","Leg Showcase","Freezing","g1.J144xG39"
"30","Freezing","Leg Showcase","g1.J144xG39"
"31","Leg Showcase","Freezing","g1.J144xG39"
"32","Freezing","Leg Showcase","g1.J144xG39"
"33","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"34","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"35","Leg Showcase","Abdomen Tapping","g1.J144xG39"
"36","Abdomen Tapping","Leg Showcase","g1.J144xG39"
"37","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J144xG39"
"38","Leg Showcase + Pedipalp Showcase","Abdomen Tapping","g1.J144xG39"
"39","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g1.J144xG39"
"40","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J144xG39"
"41","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J144xG39"
"42","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J144xG39"
"43","Leg Showcase","Freezing","g1.J144xG39"
"44","Freezing","Leg Showcase","g1.J144xG39"
"45","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J144xG39"
"46","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J144xG39"
"47","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J144xG39"
"48","Leg Showcase + Pedipalp Showcase","Freezing","g1.J144xG39"
"49","Freezing","Leg Showcase","g1.J144xG39"
"50","Leg Showcase","Mounting.Start","g1.J144xG39"
"51","Mounting.Start","Mounted + Freezing","g1.J144xG39"
"52","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J144xG39"
"53","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J144xG39"
"54","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J144xG39"
"55","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J144xG39"
"56","Mounted + Freezing","Freezing","g1.J144xG39"
