"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Leg Showcase","g1.G26xJ203"
"2","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"3","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"4","Freezing","Leg Showcase","g1.G26xJ203"
"5","Leg Showcase","Freezing","g1.G26xJ203"
"6","Freezing","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"7","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"8","Leg Showcase","Freezing","g1.G26xJ203"
"9","Freezing","Leg Showcase","g1.G26xJ203"
"10","Leg Showcase","Freezing","g1.G26xJ203"
"11","Freezing","Leg Showcase","g1.G26xJ203"
"12","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"13","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"14","Leg Showcase","Freezing","g1.G26xJ203"
"15","Freezing","Leg Showcase","g1.G26xJ203"
"16","Leg Showcase","Abdomen Tapping","g1.G26xJ203"
"17","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"18","Leg Showcase","Freezing","g1.G26xJ203"
"19","Freezing","Leg Showcase","g1.G26xJ203"
"20","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"21","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"22","Freezing","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"23","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"24","Leg Showcase","Abdomen Tapping","g1.G26xJ203"
"25","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"26","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"27","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"28","Leg Showcase","Freezing","g1.G26xJ203"
"29","Freezing","Leg Showcase","g1.G26xJ203"
"30","Leg Showcase","Freezing","g1.G26xJ203"
"31","Freezing","Leg Showcase","g1.G26xJ203"
"32","Leg Showcase","Freezing","g1.G26xJ203"
"33","Freezing","Leg Showcase","g1.G26xJ203"
"34","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"35","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"36","Leg Showcase","Freezing","g1.G26xJ203"
"37","Freezing","Leg Showcase","g1.G26xJ203"
"38","Leg Showcase","Freezing","g1.G26xJ203"
"39","Freezing","Leg Showcase","g1.G26xJ203"
"40","Leg Showcase","Freezing","g1.G26xJ203"
"41","Freezing","Leg Showcase","g1.G26xJ203"
"42","Leg Showcase","Freezing","g1.G26xJ203"
"43","Freezing","Leg Showcase","g1.G26xJ203"
"44","Leg Showcase","Freezing","g1.G26xJ203"
"45","Freezing","Leg Showcase","g1.G26xJ203"
"46","Leg Showcase","Freezing","g1.G26xJ203"
"47","Freezing","Leg Showcase","g1.G26xJ203"
"48","Leg Showcase","Freezing","g1.G26xJ203"
"49","Freezing","Leg Showcase","g1.G26xJ203"
"50","Leg Showcase","Freezing","g1.G26xJ203"
"51","Freezing","Leg Showcase","g1.G26xJ203"
"52","Leg Showcase","Freezing","g1.G26xJ203"
"53","Freezing","Leg Showcase","g1.G26xJ203"
"54","Leg Showcase","Freezing","g1.G26xJ203"
"55","Freezing","Leg Showcase","g1.G26xJ203"
"56","Leg Showcase","Freezing","g1.G26xJ203"
"57","Freezing","Leg Showcase","g1.G26xJ203"
"58","Leg Showcase","Freezing","g1.G26xJ203"
"59","Freezing","Leg Showcase","g1.G26xJ203"
"60","Leg Showcase","Freezing","g1.G26xJ203"
"61","Freezing","Leg Showcase","g1.G26xJ203"
"62","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"63","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"64","Freezing","Leg Showcase","g1.G26xJ203"
"65","Leg Showcase","Freezing","g1.G26xJ203"
"66","Freezing","Leg Showcase","g1.G26xJ203"
"67","Leg Showcase","Freezing","g1.G26xJ203"
"68","Freezing","Leg Showcase","g1.G26xJ203"
"69","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"70","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"71","Freezing","Leg Showcase","g1.G26xJ203"
"72","Leg Showcase","Freezing","g1.G26xJ203"
"73","Freezing","Abdomen Tapping","g1.G26xJ203"
"74","Abdomen Tapping","Freezing","g1.G26xJ203"
"75","Freezing","Leg Showcase","g1.G26xJ203"
"76","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"77","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"78","Freezing","Leg Showcase","g1.G26xJ203"
"79","Leg Showcase","Abdomen Tapping","g1.G26xJ203"
"80","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"81","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"82","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"83","Leg Showcase","Abdomen Tapping","g1.G26xJ203"
"84","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"85","Leg Showcase","Freezing","g1.G26xJ203"
"86","Freezing","Leg Showcase","g1.G26xJ203"
"87","Leg Showcase","Freezing","g1.G26xJ203"
"88","Freezing","Leg Showcase","g1.G26xJ203"
"89","Leg Showcase","Freezing","g1.G26xJ203"
"90","Freezing","Leg Showcase","g1.G26xJ203"
"91","Leg Showcase","Freezing","g1.G26xJ203"
"92","Freezing","Leg Showcase","g1.G26xJ203"
"93","Leg Showcase","Freezing","g1.G26xJ203"
"94","Freezing","Abdomen Tapping","g1.G26xJ203"
"95","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"96","Leg Showcase","Freezing","g1.G26xJ203"
"97","Freezing","Leg Showcase","g1.G26xJ203"
"98","Leg Showcase","Freezing","g1.G26xJ203"
"99","Freezing","Leg Showcase","g1.G26xJ203"
"100","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"101","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"102","Leg Showcase","Freezing","g1.G26xJ203"
"103","Freezing","Leg Showcase","g1.G26xJ203"
"104","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"105","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.G26xJ203"
"106","Leg Showcase","Freezing","g1.G26xJ203"
"107","Freezing","Leg Showcase","g1.G26xJ203"
"108","Leg Showcase","Abdomen Tapping","g1.G26xJ203"
"109","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"110","Leg Showcase","Freezing","g1.G26xJ203"
"111","Freezing","Abdomen Tapping","g1.G26xJ203"
"112","Abdomen Tapping","Leg Showcase","g1.G26xJ203"
"113","Leg Showcase","Abdomen Tapping","g1.G26xJ203"
"114","Abdomen Tapping","Freezing","g1.G26xJ203"
"115","Freezing","Leg Showcase","g1.G26xJ203"
"116","Leg Showcase","Freezing","g1.G26xJ203"
"117","Freezing","Leg Showcase","g1.G26xJ203"
"118","Leg Showcase","Freezing","g1.G26xJ203"
"119","Freezing","Leg Showcase","g1.G26xJ203"
"120","Leg Showcase","Freezing","g1.G26xJ203"
"121","Freezing","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"122","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"123","Freezing","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"124","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"125","Freezing","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"126","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"127","Freezing","Leg Showcase + Pedipalp Showcase","g1.G26xJ203"
"128","Leg Showcase + Pedipalp Showcase","Freezing","g1.G26xJ203"
"129","Freezing","Leg Showcase","g1.G26xJ203"
"130","Leg Showcase","Freezing","g1.G26xJ203"
"131","Freezing","Mounting.Start","g1.G26xJ203"
"132","Mounting.Start","Leg Showcase + Mounted","g1.G26xJ203"
"133","Leg Showcase + Mounted","Mounted + Freezing","g1.G26xJ203"
"134","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"135","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"136","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"137","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"138","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"139","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"140","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"141","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"142","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"143","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.G26xJ203"
"144","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"145","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"146","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"147","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"148","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"149","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"150","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"151","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"152","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"153","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"154","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"155","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"156","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
"157","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G26xJ203"
"158","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G26xJ203"
