"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Leg Showcase","g1.J183xH26"
"2","Leg Showcase","Freezing","g1.J183xH26"
"3","Freezing","Pedipalp Showcase","g1.J183xH26"
"4","Pedipalp Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"5","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"6","Freezing","Leg Showcase","g1.J183xH26"
"7","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"8","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"9","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"10","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"11","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"12","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"13","Leg Showcase","Freezing","g1.J183xH26"
"14","Freezing","Leg Showcase","g1.J183xH26"
"15","Leg Showcase","Freezing","g1.J183xH26"
"16","Freezing","Leg Showcase","g1.J183xH26"
"17","Leg Showcase","Freezing","g1.J183xH26"
"18","Freezing","Leg Showcase","g1.J183xH26"
"19","Leg Showcase","Freezing","g1.J183xH26"
"20","Freezing","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"21","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"22","Freezing","Leg Showcase","g1.J183xH26"
"23","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"24","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"25","Leg Showcase","Freezing","g1.J183xH26"
"26","Freezing","Leg Showcase","g1.J183xH26"
"27","Leg Showcase","Freezing","g1.J183xH26"
"28","Freezing","Leg Showcase","g1.J183xH26"
"29","Leg Showcase","Freezing","g1.J183xH26"
"30","Freezing","Leg Showcase","g1.J183xH26"
"31","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"32","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"33","Leg Showcase","Freezing","g1.J183xH26"
"34","Freezing","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"35","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"36","Freezing","Pedipalp Showcase","g1.J183xH26"
"37","Pedipalp Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"38","Leg Showcase + Pedipalp Showcase","Pedipalp Showcase","g1.J183xH26"
"39","Pedipalp Showcase","Freezing","g1.J183xH26"
"40","Freezing","Pedipalp Showcase","g1.J183xH26"
"41","Pedipalp Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"42","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"43","Freezing","Pedipalp Showcase","g1.J183xH26"
"44","Pedipalp Showcase","Freezing","g1.J183xH26"
"45","Freezing","Leg Showcase","g1.J183xH26"
"46","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"47","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"48","Freezing","Leg Showcase","g1.J183xH26"
"49","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"50","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"51","Freezing","Leg Showcase","g1.J183xH26"
"52","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"53","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"54","Freezing","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"55","Leg Showcase + Pedipalp Showcase","Freezing","g1.J183xH26"
"56","Freezing","Leg Showcase","g1.J183xH26"
"57","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"58","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"59","Leg Showcase","Freezing","g1.J183xH26"
"60","Freezing","Leg Showcase","g1.J183xH26"
"61","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"62","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"63","Leg Showcase","Freezing","g1.J183xH26"
"64","Freezing","Leg Showcase","g1.J183xH26"
"65","Leg Showcase","Freezing","g1.J183xH26"
"66","Freezing","Leg Showcase","g1.J183xH26"
"67","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"68","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"69","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"70","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"71","Leg Showcase","Freezing","g1.J183xH26"
"72","Freezing","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"73","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"74","Leg Showcase","Freezing","g1.J183xH26"
"75","Freezing","Leg Showcase","g1.J183xH26"
"76","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"77","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"78","Leg Showcase","Freezing","g1.J183xH26"
"79","Freezing","Leg Showcase","g1.J183xH26"
"80","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"81","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
"82","Leg Showcase","Freezing","g1.J183xH26"
"83","Freezing","Leg Showcase","g1.J183xH26"
"84","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J183xH26"
"85","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J183xH26"
